c:\Users\Micha\AppData\Local\Programs\Python\Python310\lib\site-packages\tqdm\auto.py:21: TqdmWarning: IProgress not found. Please update jupyter and ipywidgets. See https://ipywidgets.readthedocs.io/en/stable/user_install.html
  from .autonotebook import tqdm as notebook_tqdm
[I 2024-01-07 18:08:11,590] A new study created in memory with name: no-name-f4210ae5-1edd-4ba0-ba88-c79abd4e15a5
[I 2024-01-07 18:08:30,544] Trial 0 finished with value: 0.7395286911714135 and parameters: {'num_leaves': 206, 'min_data_in_leaf': 18, 'n_estimators': 312, 'min_child_samples': 2}. Best is trial 0 with value: 0.7395286911714135.
[I 2024-01-07 18:37:49,607] Trial 81 finished with value: 0.739479031259732 and parameters: {'num_leaves': 236, 'min_data_in_leaf': 20, 'n_estimators': 294, 'min_child_samples': 7}. Best is trial 34 with value: 0.7398040757088111.
[I 2024-01-07 18:38:07,183] Trial 82 finished with value: 0.7390546738351452 and parameters: {'num_leaves': 227, 'min_data_in_leaf': 18, 'n_estimators': 268, 'min_child_samples': 6}. Best is trial 34 with value: 0.7398040757088111.
[I 2024-01-07 18:38:27,130] Trial 83 finished with value: 0.7387792880749161 and parameters: {'num_leaves': 245, 'min_data_in_leaf': 11, 'n_estimators': 322, 'min_child_samples': 7}. Best is trial 34 with value: 0.7398040757088111.
[I 2024-01-07 18:38:41,625] Trial 84 finished with value: 0.738828946396917 and parameters: {'num_leaves': 206, 'min_data_in_leaf': 20, 'n_estimators': 251, 'min_child_samples': 4}. Best is trial 34 with value: 0.7398040757088111.
[I 2024-01-07 18:38:59,410] Trial 85 finished with value: 0.7386528871856228 and parameters: {'num_leaves': 231, 'min_data_in_leaf': 21, 'n_estimators': 307, 'min_child_samples': 10}. Best is trial 34 with value: 0.7398040757088111.
[I 2024-01-07 18:39:13,136] Trial 86 finished with value: 0.7386483718811485 and parameters: {'num_leaves': 240, 'min_data_in_leaf': 15, 'n_estimators': 236, 'min_child_samples': 7}. Best is trial 34 with value: 0.7398040757088111.
[I 2024-01-07 18:39:39,285] Trial 87 finished with value: 0.7387070587944263 and parameters: {'num_leaves': 225, 'min_data_in_leaf': 18, 'n_estimators': 373, 'min_child_samples': 6}. Best is trial 34 with value: 0.7398040757088111.
[I 2024-01-07 18:39:55,899] Trial 88 finished with value: 0.7394700030353044 and parameters: {'num_leaves': 216, 'min_data_in_leaf': 13, 'n_estimators': 284, 'min_child_samples': 9}. Best is trial 34 with value: 0.7398040757088111.
[I 2024-01-07 18:40:17,562] Trial 89 finished with value: 0.7391449658009299 and parameters: {'num_leaves': 278, 'min_data_in_leaf': 19, 'n_estimators': 297, 'min_child_samples': 8}. Best is trial 34 with value: 0.7398040757088111.
[I 2024-01-07 18:40:38,047] Trial 90 finished with value: 0.7384000724450246 and parameters: {'num_leaves': 298, 'min_data_in_leaf': 23, 'n_estimators': 264, 'min_child_samples': 10}. Best is trial 34 with value: 0.7398040757088111.
[I 2024-01-07 18:40:56,382] Trial 91 finished with value: 0.7399033919859633 and parameters: {'num_leaves': 234, 'min_data_in_leaf': 17, 'n_estimators': 313, 'min_child_samples': 2}. Best is trial 91 with value: 0.7399033919859633.
[I 2024-01-07 18:41:18,761] Trial 92 finished with value: 0.7393255381156019 and parameters: {'num_leaves': 252, 'min_data_in_leaf': 17, 'n_estimators': 335, 'min_child_samples': 2}. Best is trial 91 with value: 0.7399033919859633.
[I 2024-01-07 18:41:39,432] Trial 93 finished with value: 0.7397995583255238 and parameters: {'num_leaves': 234, 'min_data_in_leaf': 17, 'n_estimators': 316, 'min_child_samples': 2}. Best is trial 91 with value: 0.7399033919859633.
[I 2024-01-07 18:41:59,714] Trial 94 finished with value: 0.738837978901254 and parameters: {'num_leaves': 233, 'min_data_in_leaf': 18, 'n_estimators': 316, 'min_child_samples': 2}. Best is trial 91 with value: 0.7399033919859633.
[I 2024-01-07 18:42:18,282] Trial 95 finished with value: 0.7389463297004149 and parameters: {'num_leaves': 240, 'min_data_in_leaf': 17, 'n_estimators': 289, 'min_child_samples': 2}. Best is trial 91 with value: 0.7399033919859633.
[I 2024-01-07 18:42:35,240] Trial 96 finished with value: 0.738964384620731 and parameters: {'num_leaves': 263, 'min_data_in_leaf': 16, 'n_estimators': 274, 'min_child_samples': 2}. Best is trial 91 with value: 0.7399033919859633.
[I 2024-01-07 18:43:00,141] Trial 97 finished with value: 0.7378673675840631 and parameters: {'num_leaves': 324, 'min_data_in_leaf': 20, 'n_estimators': 305, 'min_child_samples': 3}. Best is trial 91 with value: 0.7399033919859633.
[I 2024-01-07 18:43:21,264] Trial 98 finished with value: 0.73887860832627 and parameters: {'num_leaves': 223, 'min_data_in_leaf': 19, 'n_estimators': 313, 'min_child_samples': 2}. Best is trial 91 with value: 0.7399033919859633.
[I 2024-01-07 18:43:42,930] Trial 99 finished with value: 0.7388334651864604 and parameters: {'num_leaves': 246, 'min_data_in_leaf': 18, 'n_estimators': 326, 'min_child_samples': 3}. Best is trial 91 with value: 0.7399033919859633.
Best trial: score 0.7399033919859633, params {'num_leaves': 234, 'min_data_in_leaf': 17, 'n_estimators': 313, 'min_child_samples': 2}
