/home/michaelye22/.local/lib/python3.10/site-packages/tqdm/auto.py:21: TqdmWarning: IProgress not found. Please update jupyter and ipywidgets. See https://ipywidgets.readthedocs.io/en/stable/user_install.html
  from .autonotebook import tqdm as notebook_tqdm
[I 2024-01-15 12:28:43,132] A new study created in memory with name: no-name-8e7324cf-698d-4ef2-82c4-25035dec65ef
[I 2024-01-15 12:28:51,473] Trial 0 finished with value: 0.7413404962906114 and parameters: {'max_depth': 8, 'learning_rate': 0.13688798890175255, 'subsample': 0.7492406556765355, 'colsample_bytree': 0.9995956452920518, 'reg_alpha': 1.0189189297756681e-05, 'reg_lambda': 0.8027474478269631, 'min_child_weight': 19, 'gamma': 0.27855633201928137, 'num_boost_round': 748}. Best is trial 0 with value: 0.7413404962906114.
[I 2024-01-15 12:31:29,454] Trial 22 finished with value: 0.7411102583781017 and parameters: {'max_depth': 10, 'learning_rate': 0.13187003808771622, 'subsample': 0.7184514568408931, 'colsample_bytree': 0.97311261291107, 'reg_alpha': 0.0001451160298377614, 'reg_lambda': 0.3364932101447186, 'min_child_weight': 14, 'gamma': 0.2553472383389064, 'num_boost_round': 459}. Best is trial 12 with value: 0.7452033768227169.
[I 2024-01-15 12:31:36,017] Trial 23 finished with value: 0.7437963673573804 and parameters: {'max_depth': 9, 'learning_rate': 0.10924991973131216, 'subsample': 0.7638879537939045, 'colsample_bytree': 0.8486800800224701, 'reg_alpha': 1.2994548095576794e-05, 'reg_lambda': 0.00318107596676447, 'min_child_weight': 11, 'gamma': 0.34211584323795297, 'num_boost_round': 533}. Best is trial 12 with value: 0.7452033768227169.
[I 2024-01-15 12:31:41,688] Trial 24 finished with value: 0.7425684318239959 and parameters: {'max_depth': 10, 'learning_rate': 0.1103037363094282, 'subsample': 0.728360026318511, 'colsample_bytree': 0.849872210831535, 'reg_alpha': 1.4248481637270371e-05, 'reg_lambda': 0.0001949857337927865, 'min_child_weight': 12, 'gamma': 0.33688573369022384, 'num_boost_round': 560}. Best is trial 12 with value: 0.7452033768227169.
[I 2024-01-15 12:31:51,011] Trial 25 finished with value: 0.7425940138142748 and parameters: {'max_depth': 9, 'learning_rate': 0.06676883704028877, 'subsample': 0.7584355527957676, 'colsample_bytree': 0.8443527023179862, 'reg_alpha': 2.8366534540461275e-06, 'reg_lambda': 0.008016515475786952, 'min_child_weight': 6, 'gamma': 0.33001241894048333, 'num_boost_round': 603}. Best is trial 12 with value: 0.7452033768227169.
[I 2024-01-15 12:31:59,631] Trial 26 finished with value: 0.7446405730365823 and parameters: {'max_depth': 10, 'learning_rate': 0.08119120624058535, 'subsample': 0.7056858780559141, 'colsample_bytree': 0.8794841573627085, 'reg_alpha': 1.4179206720075492e-06, 'reg_lambda': 0.0016133051368091493, 'min_child_weight': 14, 'gamma': 0.20558658041992803, 'num_boost_round': 527}. Best is trial 12 with value: 0.7452033768227169.
[I 2024-01-15 12:32:15,539] Trial 27 finished with value: 0.7410335124072653 and parameters: {'max_depth': 10, 'learning_rate': 0.030717341092129796, 'subsample': 0.7058800065466037, 'colsample_bytree': 0.8880362730827726, 'reg_alpha': 1.660314614387074e-06, 'reg_lambda': 0.00034013063102330274, 'min_child_weight': 17, 'gamma': 0.13978916205668515, 'num_boost_round': 455}. Best is trial 12 with value: 0.7452033768227169.
[I 2024-01-15 12:32:25,085] Trial 28 finished with value: 0.7461754924533128 and parameters: {'max_depth': 10, 'learning_rate': 0.08408451105619721, 'subsample': 0.7291882605228616, 'colsample_bytree': 0.9137279058489178, 'reg_alpha': 5.709248998429173e-06, 'reg_lambda': 0.0017452829949117842, 'min_child_weight': 14, 'gamma': 0.20565007467675628, 'num_boost_round': 664}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:32:30,263] Trial 29 finished with value: 0.7409823484267075 and parameters: {'max_depth': 8, 'learning_rate': 0.14691124317647625, 'subsample': 0.7460282853415968, 'colsample_bytree': 0.9202344549056685, 'reg_alpha': 6.548674698394415e-06, 'reg_lambda': 0.12509368323882017, 'min_child_weight': 18, 'gamma': 0.1984304564265307, 'num_boost_round': 667}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:32:41,789] Trial 30 finished with value: 0.7379892555640829 and parameters: {'max_depth': 7, 'learning_rate': 0.04700903722722783, 'subsample': 0.7975689215929149, 'colsample_bytree': 0.9407677001295389, 'reg_alpha': 2.2774542784773727e-05, 'reg_lambda': 0.001376635575532486, 'min_child_weight': 14, 'gamma': 0.2383944001265016, 'num_boost_round': 591}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:32:49,391] Trial 31 finished with value: 0.742721923765669 and parameters: {'max_depth': 10, 'learning_rate': 0.0800329792216882, 'subsample': 0.7229011801267056, 'colsample_bytree': 0.9026142208052393, 'reg_alpha': 3.1543335690077695e-06, 'reg_lambda': 0.001502157651673967, 'min_child_weight': 14, 'gamma': 0.16836968546698472, 'num_boost_round': 649}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:32:57,928] Trial 32 finished with value: 0.7448708109490918 and parameters: {'max_depth': 10, 'learning_rate': 0.08370883745841769, 'subsample': 0.7423200889917615, 'colsample_bytree': 0.8700430144471443, 'reg_alpha': 1.2667434370918328e-06, 'reg_lambda': 0.012022988822891573, 'min_child_weight': 16, 'gamma': 0.055138694853511236, 'num_boost_round': 700}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:33:04,307] Trial 33 finished with value: 0.7430289076490151 and parameters: {'max_depth': 10, 'learning_rate': 0.12804431516215026, 'subsample': 0.7485105592536713, 'colsample_bytree': 0.8773749136914468, 'reg_alpha': 5.925525861558311e-06, 'reg_lambda': 0.009879479138250472, 'min_child_weight': 16, 'gamma': 0.0585878417255161, 'num_boost_round': 731}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:33:17,888] Trial 34 finished with value: 0.7327193655666411 and parameters: {'max_depth': 9, 'learning_rate': 0.026486410778172292, 'subsample': 0.7318354372262733, 'colsample_bytree': 0.8133836864692279, 'reg_alpha': 3.7339816359285037e-06, 'reg_lambda': 0.031791777251490155, 'min_child_weight': 15, 'gamma': 0.060641977889693666, 'num_boost_round': 693}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:33:26,782] Trial 35 finished with value: 0.7378869276029676 and parameters: {'max_depth': 10, 'learning_rate': 0.054497086174158396, 'subsample': 0.9166908754389913, 'colsample_bytree': 0.8671018588528728, 'reg_alpha': 1.0920109273113314e-06, 'reg_lambda': 0.27575409225330727, 'min_child_weight': 17, 'gamma': 0.2589021973159821, 'num_boost_round': 768}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:33:33,698] Trial 36 finished with value: 0.7410590943975441 and parameters: {'max_depth': 8, 'learning_rate': 0.09765872114040788, 'subsample': 0.7182321358427648, 'colsample_bytree': 0.9551090663371873, 'reg_alpha': 2.3908478495922004e-06, 'reg_lambda': 0.017182119887677778, 'min_child_weight': 20, 'gamma': 0.03899696215859962, 'num_boost_round': 688}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:33:34,813] Trial 37 finished with value: 0.6893067280634433 and parameters: {'max_depth': 9, 'learning_rate': 0.007454040505210409, 'subsample': 0.8374161704954997, 'colsample_bytree': 0.9171437249639434, 'reg_alpha': 9.42252013788771e-06, 'reg_lambda': 0.0015812246020153271, 'min_child_weight': 16, 'gamma': 0.19160509408551346, 'num_boost_round': 721}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:33:47,390] Trial 38 finished with value: 0.7256331542594014 and parameters: {'max_depth': 10, 'learning_rate': 0.018995754741023694, 'subsample': 0.7639371820980392, 'colsample_bytree': 0.9119006231001395, 'reg_alpha': 2.1360195982203575e-05, 'reg_lambda': 0.006954296935322961, 'min_child_weight': 15, 'gamma': 0.1369970493586178, 'num_boost_round': 842}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:33:53,888] Trial 39 finished with value: 0.7348938347403429 and parameters: {'max_depth': 5, 'learning_rate': 0.1542932172605399, 'subsample': 0.7877125223495919, 'colsample_bytree': 0.9045105206199949, 'reg_alpha': 0.1623246310899645, 'reg_lambda': 0.07257055928872255, 'min_child_weight': 13, 'gamma': 0.3028734748292281, 'num_boost_round': 786}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:34:02,663] Trial 40 finished with value: 0.7416474801739575 and parameters: {'max_depth': 9, 'learning_rate': 0.06951069250227705, 'subsample': 0.742534938108542, 'colsample_bytree': 0.9945818136270109, 'reg_alpha': 1.0086662004497328e-06, 'reg_lambda': 0.0363928798440473, 'min_child_weight': 17, 'gamma': 0.20984829836682437, 'num_boost_round': 635}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:34:11,913] Trial 41 finished with value: 0.7444614991046303 and parameters: {'max_depth': 10, 'learning_rate': 0.07681255646810073, 'subsample': 0.7000807940601194, 'colsample_bytree': 0.8320942285513585, 'reg_alpha': 1.9537403155716916e-06, 'reg_lambda': 0.0003033362683900477, 'min_child_weight': 11, 'gamma': 0.09845047987462294, 'num_boost_round': 507}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:34:23,754] Trial 42 finished with value: 0.7440521872601689 and parameters: {'max_depth': 10, 'learning_rate': 0.05863317836344946, 'subsample': 0.7182426328599187, 'colsample_bytree': 0.8693500089294963, 'reg_alpha': 1.0062077856508461e-06, 'reg_lambda': 1.7548396033094503e-06, 'min_child_weight': 13, 'gamma': 0.12347844764765419, 'num_boost_round': 661}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:34:32,311] Trial 43 finished with value: 0.7457405986185726 and parameters: {'max_depth': 10, 'learning_rate': 0.09164107348270335, 'subsample': 0.7145102646394251, 'colsample_bytree': 0.7989296688596289, 'reg_alpha': 5.688658913813299e-06, 'reg_lambda': 7.286989827598799e-06, 'min_child_weight': 14, 'gamma': 0.1751012838373875, 'num_boost_round': 477}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:34:38,300] Trial 44 finished with value: 0.7430800716295728 and parameters: {'max_depth': 10, 'learning_rate': 0.11213221715768516, 'subsample': 0.7331995283080203, 'colsample_bytree': 0.7650330304871201, 'reg_alpha': 5.458330486297399e-06, 'reg_lambda': 0.0007513652562539664, 'min_child_weight': 14, 'gamma': 0.16773216820586653, 'num_boost_round': 441}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:34:45,880] Trial 45 finished with value: 0.743540547454592 and parameters: {'max_depth': 10, 'learning_rate': 0.09309693731803652, 'subsample': 0.7192718484915854, 'colsample_bytree': 0.7929616551564522, 'reg_alpha': 5.203144921493761e-05, 'reg_lambda': 9.772616919255104e-06, 'min_child_weight': 16, 'gamma': 0.22183592859004475, 'num_boost_round': 410}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:34:53,456] Trial 46 finished with value: 0.7182911230493733 and parameters: {'max_depth': 6, 'learning_rate': 0.04243682052702411, 'subsample': 0.8784118173947408, 'colsample_bytree': 0.816085719913748, 'reg_alpha': 1.2471661554978114e-05, 'reg_lambda': 0.001929912843137767, 'min_child_weight': 15, 'gamma': 0.17458198116562612, 'num_boost_round': 481}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:35:01,523] Trial 47 finished with value: 0.7386799693016117 and parameters: {'max_depth': 9, 'learning_rate': 0.0603644860031148, 'subsample': 0.7126942316011965, 'colsample_bytree': 0.7262376455297255, 'reg_alpha': 0.003454304272279259, 'reg_lambda': 0.015618212744815025, 'min_child_weight': 18, 'gamma': 0.23678148782980302, 'num_boost_round': 744}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:35:07,517] Trial 48 finished with value: 0.745842926579688 and parameters: {'max_depth': 10, 'learning_rate': 0.1524749839817172, 'subsample': 0.770454810261, 'colsample_bytree': 0.7975049129445939, 'reg_alpha': 6.843806621393182e-06, 'reg_lambda': 8.868765998489341e-05, 'min_child_weight': 13, 'gamma': 0.07868350060356552, 'num_boost_round': 681}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:35:12,246] Trial 49 finished with value: 0.7422614479406497 and parameters: {'max_depth': 9, 'learning_rate': 0.16013806980058995, 'subsample': 0.7727718806828763, 'colsample_bytree': 0.7629169295405583, 'reg_alpha': 0.0003520442374791597, 'reg_lambda': 7.331192322304526e-06, 'min_child_weight': 13, 'gamma': 0.00034068261279340817, 'num_boost_round': 679}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:35:18,367] Trial 50 finished with value: 0.7460475825019186 and parameters: {'max_depth': 10, 'learning_rate': 0.1669165332417911, 'subsample': 0.7504371437838141, 'colsample_bytree': 0.798390162710524, 'reg_alpha': 0.00012313814414479293, 'reg_lambda': 2.4892306544045645e-05, 'min_child_weight': 9, 'gamma': 0.08398633539121902, 'num_boost_round': 810}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:35:25,616] Trial 51 finished with value: 0.7454847787157841 and parameters: {'max_depth': 10, 'learning_rate': 0.168237423843446, 'subsample': 0.7398961975022413, 'colsample_bytree': 0.7954357004113983, 'reg_alpha': 0.0006486533268861415, 'reg_lambda': 2.3791250862343407e-05, 'min_child_weight': 8, 'gamma': 0.030747359256160012, 'num_boost_round': 822}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:35:31,832] Trial 52 finished with value: 0.7457917625991302 and parameters: {'max_depth': 10, 'learning_rate': 0.1773226293266565, 'subsample': 0.7995281001305214, 'colsample_bytree': 0.7916941609579576, 'reg_alpha': 0.0007729523695998806, 'reg_lambda': 2.682561208813286e-05, 'min_child_weight': 7, 'gamma': 0.0818453767427316, 'num_boost_round': 815}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:35:36,644] Trial 53 finished with value: 0.7437452033768227 and parameters: {'max_depth': 10, 'learning_rate': 0.17194088673734384, 'subsample': 0.7976302915250508, 'colsample_bytree': 0.7973121772971457, 'reg_alpha': 0.0010165259938735344, 'reg_lambda': 1.9976895137575638e-05, 'min_child_weight': 7, 'gamma': 0.0798405792281939, 'num_boost_round': 825}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:35:42,764] Trial 54 finished with value: 0.7427475057559478 and parameters: {'max_depth': 10, 'learning_rate': 0.12345427477642174, 'subsample': 0.7554574875182012, 'colsample_bytree': 0.7475759820353574, 'reg_alpha': 0.00018096966116723073, 'reg_lambda': 8.93098066772643e-05, 'min_child_weight': 9, 'gamma': 0.027282428069233172, 'num_boost_round': 818}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:35:48,588] Trial 55 finished with value: 0.7448708109490918 and parameters: {'max_depth': 10, 'learning_rate': 0.1734303621154278, 'subsample': 0.771926084760919, 'colsample_bytree': 0.7748106435968424, 'reg_alpha': 0.0006952410214436885, 'reg_lambda': 4.720710558741205e-06, 'min_child_weight': 4, 'gamma': 0.08112918539719947, 'num_boost_round': 809}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:35:54,937] Trial 56 finished with value: 0.7451010488616014 and parameters: {'max_depth': 9, 'learning_rate': 0.14629193682382644, 'subsample': 0.7880867305388431, 'colsample_bytree': 0.8015406618552592, 'reg_alpha': 0.002182931331637852, 'reg_lambda': 1.7588208462302062e-05, 'min_child_weight': 5, 'gamma': 0.03469495298184845, 'num_boost_round': 766}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:36:00,907] Trial 57 finished with value: 0.745152212842159 and parameters: {'max_depth': 10, 'learning_rate': 0.17551123111558814, 'subsample': 0.8261059019222923, 'colsample_bytree': 0.7864309014239456, 'reg_alpha': 0.008211132263685363, 'reg_lambda': 2.1880812048101975e-06, 'min_child_weight': 8, 'gamma': 0.014995439161260532, 'num_boost_round': 787}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:36:06,519] Trial 58 finished with value: 0.7431823995906881 and parameters: {'max_depth': 9, 'learning_rate': 0.13109186893913677, 'subsample': 0.799837443517893, 'colsample_bytree': 0.7457107592289721, 'reg_alpha': 0.000635330754192399, 'reg_lambda': 0.00010421837824235069, 'min_child_weight': 9, 'gamma': 0.09309789360061081, 'num_boost_round': 830}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:36:12,726] Trial 59 finished with value: 0.7435917114351496 and parameters: {'max_depth': 10, 'learning_rate': 0.1171145778305305, 'subsample': 0.7687340714437364, 'colsample_bytree': 0.8225542093618363, 'reg_alpha': 0.00015032154222655134, 'reg_lambda': 2.654636660433269e-05, 'min_child_weight': 7, 'gamma': 0.11526216280769683, 'num_boost_round': 849}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:36:17,115] Trial 60 finished with value: 0.7435917114351496 and parameters: {'max_depth': 10, 'learning_rate': 0.19843272466001532, 'subsample': 0.7348542031357905, 'colsample_bytree': 0.770663168186887, 'reg_alpha': 3.934478372704845e-05, 'reg_lambda': 1.060336782534234e-06, 'min_child_weight': 10, 'gamma': 0.047544812232513924, 'num_boost_round': 803}. Best is trial 28 with value: 0.7461754924533128.
[I 2024-01-15 12:36:26,867] Trial 61 finished with value: 0.747301100025582 and parameters: {'max_depth': 10, 'learning_rate': 0.09999368297206558, 'subsample': 0.7488264452397462, 'colsample_bytree': 0.7844804040238957, 'reg_alpha': 9.738564771147594e-05, 'reg_lambda': 5.116821093244178e-06, 'min_child_weight': 7, 'gamma': 0.15041699555179247, 'num_boost_round': 745}. Best is trial 61 with value: 0.747301100025582.
[I 2024-01-15 12:36:35,618] Trial 62 finished with value: 0.7473266820158608 and parameters: {'max_depth': 10, 'learning_rate': 0.09991335585243123, 'subsample': 0.7516851835107179, 'colsample_bytree': 0.7829499503586679, 'reg_alpha': 0.00026432284928050383, 'reg_lambda': 4.188963746072533e-06, 'min_child_weight': 9, 'gamma': 0.071966486202598, 'num_boost_round': 776}. Best is trial 62 with value: 0.7473266820158608.
